id,question_id,option_text,is_correct,media_type,media_content
217,164,$$\frac{1}{n} \sum ||g(X_i) - f(X_i)||^2$$,False,,
218,164,$$\frac{1}{n} \sum ||g(f(X_i)) - X_i||^2$$,True,,
219,164,$$\frac{1}{n} \sum ||f(g(X_i)) - X_i||^2$$,False,,
220,165,Reducing dimensionality,True,,
221,165,Grouping similar data,True,,
222,165,Density Estimation,True,,
223,166,"$$\{X_1, X_2, \dots, X_n\}$$",True,,
224,166,"$$\{(X_1, Y_1), (X_2, Y_2), \dots, (X_n, Y_n)\}$$",False,,
225,166,"$$\{(X_1, y_1), (X_2, y_2), \dots, (X_n, y_n)\}$$",False,,
226,167,Dimensionality reduction,False,,
227,167,Regression,False,,
228,167,Classification,False,,
229,167,Density estimation,True,,
230,168,$$\frac{1}{n} \sum \log(P(X_i))$$,False,,
231,168,$$\frac{1}{n} \sum -\log(P(X_i))$$,True,,
232,168,$$\frac{1}{n} \sum \log(-P(X_i))$$,False,,
233,168,$$\frac{1}{n} \sum \left(1 - \log(-P(X_i))\right)$$,False,,
234,169,Mean square error,False,,
235,169,Log-likelihood,False,,
236,169,Negative log-likelihood,True,,
237,169,Entropy,False,,
238,170,A model is a mathematical representation of reality.,False,,
239,170,A model is an exact representation of a system.,False,,
240,170,A model uses no assumptions.,False,,
241,170,only 1,True,,
242,170,only 2,False,,
243,171,Predicting the stock price of a company on a given day based on revenue growth and profit after tax.,True,,
244,171,Predicting the country that a person belongs to based on his physical features.,False,,
245,171,Predicting the animal present in a given image.,False,,
246,171,Predicting the topic of a given Wikipedia article.,False,,
247,172,The need to check for a long list of possible patterns that may be present.,False,,
248,172,Difficulty in maintaining the program containing the complex hard-coded rules.,False,,
249,172,The need to keep writing new rules as the spammers become innovative.,False,,
250,172,All of these.,True,,
251,173,are strictly integers.,False,,
252,173,"always lie in the range $$[0, 1]$$.",False,,
253,173,are any real value.,True,,
254,173,are any imaginary value.,False,,
255,174,Find the gender of a person by analyzing writing style.,True,,
256,174,"Predict the price of a car based on engine power, mileage etc.",False,,
257,174,Predict whether there will be abnormally heavy rainfall tomorrow or not based on previous data.,True,,
258,174,Predict the number of street accidents that will happen this month.,False,,
259,175,Predict the height of a person based on his weight.,True,,
260,175,Predict the country a person belongs to based on his linguistic features.,False,,
261,175,Predict whether the price of gold will increase tomorrow or not.,False,,
262,175,Predict whether a movie is comedy or tragedy based on its reviews.,False,,
263,176,Grouping tweets based on topic similarity,True,,
264,176,Making clusters of cells having similar appearance under microscope.,True,,
265,176,Checking whether an email is spam or not.,False,,
266,176,Identify the gender of online customers based on buying behaviour.,False,,
267,177,$$\mathbb{1}(\text{2 is even}) = 1$$,False,,
268,177,$$\mathbb{1}(10 \pmod 3 = 0) = 0$$,False,,
269,177,$$\mathbb{1}(0.5 \notin \mathbb{R}) = 0$$,False,,
270,177,"$$\mathbb{1}(2 \in \{2,3,4\}) = 0$$",True,,
271,178,$$f: \mathbb{R}^d \to \mathbb{R}$$,False,,
272,178,"$$f: \mathbb{R}^d \to \{+1, -1\}$$",True,,
273,178,$$f: \mathbb{R}^d \to \mathbb{R}^{d'}$$,False,,
274,179,$$f: \mathbb{R}^d \to \mathbb{R}^{d'} \text{ where } d' < d \text{ AND } g: \mathbb{R}^{d'} \to \mathbb{R}^d \text{ where } d' < d$$,True,,
275,179,$$f: \mathbb{R}^d \to \mathbb{R}^{d'} \text{ where } d' > d$$,False,,
276,179,$$g: \mathbb{R}^{d'} \to \mathbb{R}^d \text{ where } d' > d$$,False,,
277,180,Both (1) and (2) are suited for regression.,False,,
278,180,Both (1) and (2) are suited for classification.,False,,
279,180,Problem (1) is better suited for classification while (2) is better suited for regression.,True,,
280,180,Problem (2) is better suited for classification while (1) is better suited for regression.,False,,
281,183,let,False,,
282,183,var,False,,
283,183,const,False,,
284,183,All of the above,True,,
285,184,JavaScript is a statically typed language.,False,,
286,184,JavaScript is a dynamically typed language.,True,,
287,184,JavaScript is a weakly typed language.,True,,
288,184,JavaScript is a strongly typed language.,False,,
289,185,It is a forgiving language like HTML.,True,,
290,185,It inserts a semicolon after each statement automatically.,True,,
291,185,Blocks and functions both use { } for body contents.,True,,
292,185,Blocks use { } but functions use indentation for body contents.,False,,
293,186,undefined,False,,
294,186,Rohit,False,,
295,186,Mohit,True,,
296,186,,False,,
297,187,It will throw a TypeError.,False,,
298,187,Rohit,False,,
299,187,Mohit,True,,
300,187,undefined,False,,
301,188,undefined,False,,
302,188,Rohit,True,,
303,188,Mohit,False,,
304,188,,False,,
305,189,Rohit,True,,
306,189,Mohit,False,,
307,189,undefined,False,,
308,189,Syntax Error,False,,
309,190,"'hello from setTimeOut one'
'hello for main one'
'hello from setTimeOut two'
'hello from main two'",False,,
310,190,"'hello for main one'
'hello from setTimeOut one'
'hello from main two'
'hello from setTimeOut two'",False,,
311,190,"'hello for main one'
'hello from main two'
'hello from setTimeOut two'
'hello from setTimeOut one'",False,,
312,190,"'hello for main one'
'hello from main two'
'hello from setTimeOut one'
'hello from setTimeOut two'",True,,
313,191,red,False,,
314,191,black,False,,
315,191,yellow,True,,
316,191,None of the above,False,,
317,192,r,False,,
318,192,a,False,,
319,192,n,True,,
320,192,o,False,,
321,193,Text,True,,
322,193,Speech,True,,
323,193,Vision,True,,
324,194,"(1) - (d), (2) - (b), (3) - (c), (4) - (a)",False,,
325,194,"(1) - (d), (2) - (a), (3) - (c), (4) - (b)",True,,
326,195,Name of the customer,False,,
327,195,Age of the customer,True,,
328,195,Gender of the customer,True,,
329,195,Products that the customer has purchased in the past,True,,
330,195,Profiles of customers who have a similar purchase behaviour,True,,
331,195,The customer's PAN number,False,,
332,196,Films,True,,
333,196,None of the above,False,,
334,197,Yes,False,,
335,197,No,True,,
336,198,"Machine learning is data-driven. The mere presence of data is not enough, what we do with the data matters. Machine learning is the science of learning from data. In the previous problem, no learning is involved.",True,,
337,198,The claim is completely correct. Any dataset can inherently be learned from.,False,,
338,199,Supervised learning,True,,
339,199,Regression,False,,
340,199,Unsupervised learning,True,,
341,199,Clustering,False,,
342,199,Sequential learning,True,,
343,199,Online learning,False,,
344,200,"Given the image of a chest X-Ray, determine the presence or absence of a tumor.",True,,
345,200,"Given a customer's financial background, determine if the customer can be given a loan or not.",True,,
346,200,"Given the history of rainfall in a given region, predict the amount of rainfall for a given duration",False,,
347,200,"Given a sound clip, determine the number of musical instruments that are present in it.",False,,
348,201,Regression,False,,
349,201,Binary classification (exactly 2 categories),False,,
350,201,Multi-class classification (more than 2 categories),True,,
351,201,This is not a supervised learning problem,False,,
352,202,"Scenario-1: supervised learning
Scenario-2: unsupervised learning",True,,
353,202,"Scenario-1: unsupervised learning
Scenario-2: supervised learning",False,,
354,203,True,False,,
355,203,False,True,,
356,204,"$$n=4, d=5$$",False,,
357,204,"$$n=5, d=4$$",True,,
358,204,$$n=d=4$$,False,,
359,204,$$n=d=5$$,False,,
360,205,$$ \begin{bmatrix} 0 \\ 0 \\ 0 \end{bmatrix} $$,False,,
361,205,$$ \begin{bmatrix} 1 \\ 1 \\ 1 \end{bmatrix} $$,False,,
362,205,$$ \begin{bmatrix} -2 \\ -4 \\ 2 \end{bmatrix} $$,True,,
363,205,$$ \begin{bmatrix} 1 \\ 2 \\ -1 \end{bmatrix} $$,True,,
364,207,0,False,,
365,207,1,False,,
366,207,2,True,,
367,207,infinite,False,,
368,208,$$ x^T w $$,False,,
369,208,$$ (x^T w)w $$,False,,
370,208,$$ \left( \frac{x^T w}{||w||^2} \right) w $$,True,,
371,209,"$$L_1$$, as it gives a better compression ratio",False,,
372,209,"$$L_2$$, as it gives a better compression ratio",False,,
373,209,"$$L_1$$, as it gives a smaller reconstruction error",True,,
374,209,"$$L_2$$, as it gives a smaller reconstruction error",False,,
375,210,$$ \frac{1}{n} \sum_{i=1}^{n} ||x_i - (x_i^T w)w||^2 $$,True,,
376,210,$$ \frac{1}{n} \sum_{i=1}^{n} [x_i - (x_i^T w)w]^T [x_i - (x_i^T w)w] $$,True,,
377,210,$$ \frac{1}{n} \sum_{i=1}^{n} [x_i^T x_i - (x_i^T w)^2] $$,True,,
378,210,$$ \frac{1}{n} \sum_{i=1}^{n} (x_i^T w)^2 $$,False,,
379,210,$$ \frac{1}{n} \sum_{i=1}^{n} ||x_i||^2 $$,False,,
380,211,True,True,,
381,211,False,False,,
382,212,"$$ \max_{w, ||w||=1} \frac{1}{n} \sum_{i=1}^{n} (x_i^T w)^2 $$",True,,
383,212,"$$ \max_{w, ||w||=1} w^T \left[ \frac{1}{n} \sum_{i=1}^{n} x_i x_i^T \right] w $$",True,,
384,212,"$$ \min_{w, ||w||=1} \frac{1}{n} \sum_{i=1}^{n} (x_i^T w)^2 $$",False,,
385,212,"$$ \max_{w, ||w||=1} \frac{1}{n} \sum_{i=1}^{n} -(x_i^T w)^2 $$",False,,
386,213,$$ n \times n $$,False,,
387,213,$$ d \times d $$,True,,
388,213,$$ n \times d $$,False,,
389,213,$$ d \times n $$,False,,
390,214,It is the eigenvector corresponding to the minimum eigenvalue of the covariance matrix.,False,,
391,214,"It could be any one of the eigenvectors of the covariance matrix. That is, every eigenvector is a solution of the optimization problem.",False,,
392,214,It is the eigenvector corresponding to the maximum eigenvalue of the covariance matrix.,True,,
393,215,Yes,True,,
394,215,No,False,,
395,216,$$ (x^T w)w $$,False,,
396,216,$$ x - w $$,False,,
397,216,$$ x - x^T w $$,False,,
398,216,$$ x - (x^T w)w $$,True,,
399,217,Only S1 is true,True,,
400,217,Only S2 is true,False,,
401,217,Both S1 and S2 are true,False,,
402,217,Both S1 and S2 are false,False,,
403,218,Yes,True,,
404,218,No,False,,
405,220,The vectors in $$B$$ are linearly independent,True,,
406,220,The vectors in $$B$$ span $$\mathbb{R}^d$$,True,,
407,220,$$B$$ is a basis for $$\mathbb{R}^d$$,True,,
408,220,$$w_i^T w_j = 0$$ for $$i \neq j$$,True,,
409,220,$$w_i^T w_i = 1$$ for $$1 \leq i \leq d$$,True,,
410,222,The dataset is a subset of $$\mathbb{R}^4$$,False,,
411,222,The dataset is a subset of a 4-dimensional linear subspace of $$\mathbb{R}^{1000}$$,False,,
412,222,The dataset is a subset of a 4-dimensional linear subspace of $$\mathbb{R}^{10}$$,True,,
413,223,It is the eigenvector corresponding to the $$k^{\text{th}}$$ smallest eigenvalue of the covariance matrix.,False,,
414,223,It is the eigenvector corresponding to the $$k^{\text{th}}$$ largest eigenvalue of the covariance matrix.,True,,
415,224,$$ 1 $$,False,,
416,224,$$ 0 $$,False,,
417,224,$$ \lambda_k $$,True,,
418,224,$$ \lambda_k^2 $$,False,,
419,225,Only S1 is true,False,,
420,225,Only S2 is true,False,,
421,225,Both S1 and S2 are true,True,,
422,225,Both S1 and S2 are false,False,,
423,227,"$$L_1$$, as it gives a better compression ratio",False,,
424,227,"$$L_2$$, as it gives a better compression ratio",False,,
425,227,"$$L_1$$, as the variance of the dataset is higher along this direction",True,,
426,227,"$$L_2$$, as the variance of the dataset is higher along this direction",False,,
427,227,"$$L_1$$, as the variance of the dataset is lower along this direction",False,,
428,227,"$$L_2$$, as the variance of the dataset is lower along this direction",False,,
429,228,4 KB,False,,
430,228,4 MB,False,,
431,228,40 MB,True,,
432,228,4 GB,False,,
433,230,$$ \begin{bmatrix} 3 \\ 4 \end{bmatrix} $$,False,,
434,230,$$ \begin{bmatrix} 1/15 \\ 4/15 \end{bmatrix} $$,False,,
435,230,$$ \begin{bmatrix} 3/5 \\ 4/5 \end{bmatrix} $$,True,,
436,230,$$ \begin{bmatrix} 1 \\ 1 \end{bmatrix} $$,False,,
437,231,"$$ \{0, 5, 10, 1/3\} $$",True,,
438,231,"$$ \{0, 1, 2, 1/3\} $$",False,,
439,231,"$$ \{0, 5, 10, 3\} $$",False,,
440,231,"$$ \{0, 1, 10, 1/3\} $$",False,,
441,232,$$ \vec{OP} $$,False,,
442,232,$$ \vec{OQ} $$,False,,
443,232,$$ \vec{QP} $$,True,,
444,233,Yes,False,,
445,233,No,True,,
446,234,$$ |\vec{QP}| < |\vec{Q'P}| $$,False,,
447,234,$$ |\vec{Q'P}| < |\vec{QP}| $$,True,,
448,234,$$ |\vec{QQ'}| = 0 $$,False,,
449,234,$$ |\vec{QQ'}| > 0 $$,True,,
450,235,True,False,,
451,235,False,True,,
452,236,The dataset lies in a $$d$$-dimensional subspace of $$\mathbb{R}^n$$,False,,
453,236,The dataset lies in a $$k$$-dimensional subspace of $$\mathbb{R}^d$$,True,,
454,236,The dataset lies in a $$d$$-dimensional subspace of $$\mathbb{R}^k$$,False,,
455,236,The dataset lies in a $$k$$-dimensional subspace of $$\mathbb{R}^n$$,False,,
456,237,$$w_1$$,False,,
457,237,$$0$$,True,,
458,238,$$ \frac{1}{n} X_1^T X_1 $$,True,,
459,238,$$ \frac{1}{n} X_2^T X_2 $$,False,,
460,238,$$ \frac{1}{n} X_1 X_1^T $$,False,,
461,238,$$ \frac{1}{n} X_2 X_2^T $$,True,,
462,240,$$R_1: w^T x > 0$$,True,,
463,240,$$R_2: w^T x > 0$$,False,,
464,240,$$R_1: w^T x < 0$$,False,,
465,240,$$R_2: w^T x < 0$$,True,,
466,240,$$L: w^T x = 0$$,True,,
467,241,int,False,,
468,241,float,True,,
469,241,str,False,,
470,241,bool,False,,
471,242,str,False,,
472,242,bool,True,,
473,242,True,False,,
474,242,False,False,,
475,243,,False,code,(10^3) + (9^3) == (12^3) + (1^3) == 1729
476,243,,False,code,(10 ** 3) + (9 ** 3) = (12 ** 3) + (1 ** 3) = 1729
477,243,,False,code,(10 power 3) + (9 power 3) == (12 power 3) + (1 power 3) == 1729
478,243,,True,code,(10 ** 3) + (9 ** 3) == (12 ** 3) + (1 ** 3) == 1729
479,244,It is True if and only if both E_1 and E_2 have the same value.,False,,
480,244,It is False if and only if both E_1 and E_2 have the same value.,False,,
481,244,It is always True.,True,,
482,244,It is always False.,False,,
483,245,True,False,,
484,245,False,True,,
485,245,Cannot be determined,False,,
486,248,,True,code,"name1 = input()
name2 = input()
print(name1 < name2)"
487,248,,False,code,"name1 = input()
name2 = input()
print(name1 > name2)"
488,248,,True,code,print(input() < input())
489,248,,False,code,print(input() > input())
490,248,,True,code,"name1 = input()
name2 = input()
result = name1 < name2
print(result)"
491,248,,False,code,"name1 = input()
name2 = input()
result = name1 > name2
print(result)"
492,250,12,False,,
493,250,2,False,,
494,250,15 % 3 * 2 + 2,True,,
495,250,'15 % 3 * 2 + 2',False,,
496,251,a + 'b' + c + '' + d,True,,
497,251,"""a + 'b' + c + '' + d""",False,,
498,251,a + b + c + '' + d,False,,
499,251,a + '''b''' + c + '''' + d,False,,
500,252,,False,code,print(1 2 3 4 5)
501,252,,True,code,print('1 2 3 4 5') # there is a space between consecutive numbers
502,252,,False,code,"print(1)
print(2)
print(3)
print(4)
print(5)"
503,252,,True,code,"print(1, 2, 3, 4, 5)"
504,253,"1 - (A), 2 - (C), 3 - (B), 4 - (D), 5 - (A)",False,,
505,253,"1 - (B), 2 - (C), 3 - (A), 4 - (D), 5 - (A)",True,,
506,253,"1 - (A), 2 - (C), 3 - (B), 4 - (D), 5 - (B)",False,,
507,253,"1 - (B), 2 - (C), 3 - (A), 4 - (D), 5 - (B)",False,,
508,254,,False,code,word[0] + word[1]
509,254,,True,code,word[0] + word[-1]
510,254,,True,code,word[0] + word[len(word) - 1]
511,254,,False,code,word[-1] + word[len(word)]
512,255,11,False,,
513,255,11.0,True,,
514,255,33,False,,
515,255,33.0,False,,
516,258,a_,True,,
517,258,_a,True,,
518,258,1a,False,,
519,258,a variable,False,,
520,258,a_variable,True,,
521,259,The two lines are always the same.,True,,
522,259,The two lines are always different.,False,,
523,259,The two lines are the same if and only if word1 and word2 are equal.,False,,
524,259,None of the above,False,,
525,260,,True,code,x == y == z
526,260,,False,code,x == y == z == a
527,260,,False,code,x == y == z == b
528,260,,True,code,x == y == z == c
529,261,,False,code,"a
a"
530,261,,False,code,"a + 1
a + 1"
531,261,,False,code,"a - 1
a - 1"
532,261,,False,code,"a - 1
-a"
533,261,,False,code,"a
-a + 1"
534,261,,True,code,"a
-a"
535,262,Yes,True,,
536,262,No,False,,
537,263,All three blocks are equivalent to each other.,False,,
538,263,Exactly two of these three blocks are equivalent to each other.,False,,
539,263,Blocks 1 and 2 print the same output when E evaluates to True.,False,,
540,263,Blocks 1 and 2 print the same output when E evaluates to False.,True,,
541,263,Blocks 2 and 3 print the same output when E evaluates to True.,True,,
542,264,The value of variable x is independent of the value of bool_var.,True,,
543,264,The value of variable x is dependent on the value of boon_var.,False,,
544,264,Line-5 is never executed.,True,,
545,264,The variable x is updated exactly two times.,False,,
546,265,When all three Boolean variables are True.,False,,
547,265,When all three Boolean variables are False.,True,,
548,265,When at least one of the three Boolean variables is True.,False,,
549,265,When at least one of the three Boolean variables is False.,False,,
550,265,This code will never throw an error.,False,,
551,267,,False,code,print(\)
552,267,,False,code,print('\')
553,267,,True,code,print('\\')
554,267,,False,code,"print(""\"")"
555,268,Neeraj,True,,
556,268,Mirabai,True,,
557,268,Sindhu,True,,
558,268,X AE A-12,False,,
559,268,Rohit Sharma,False,,
560,269,abcdefghij,False,,
561,269,abcde,False,,
562,269,acegi,True,,
563,269,bdfhj,False,,
564,270,,False,code,"1234
1234
1234
1234"
565,270,,True,code,"1
2
3
4"
566,270,,False,code,"1
1
1
1"
567,270,,False,code,"4
4
4
4"
568,271,tacit,True,,
569,271,trumpet,True,,
570,271,ease,True,,
571,271,TrumpeT,False,,
572,271,TaciT,False,,
573,272,A word is termed valid if it begins with a lower case letter.,False,,
574,272,A word is termed valid if its first and last characters are the same.,False,,
575,272,A word is termed valid if it begins with a lower case letter AND its first and last characters are the same.,True,,
576,272,A word is termed valid if it begins with a lower case letter OR its first and last characters are the same.,False,,
577,274,,False,code,"num = int(input())
first, middle, last = num[0], num[1], num[2]
if first + last == middle:
    print('sandwich')
else:
    print('plain')"
578,274,,False,code,"num = input()
first, middle, last = num[0], num[1], num[2]
if first + last == middle:
    print('sandwich')
else:
    print('plain')"
579,274,,True,code,"num = input()
first, middle, last = int(num[0]), int(num[1]), int(num[2])
if first + last == middle:
    print('sandwich')
else:
    print('plain')"
580,274,,False,code,"num = int(input())
first, middle, last = int(num[0]), int(num[1]), int(num[2])
if first + last == middle:
    print('sandwich')
else:
    print('plain')"
581,277,"When any two among x, y and z are equal",False,,
582,277,"When all the values of x, y and z are equal",False,,
583,277,"When any one among x, y and z is zero",False,,
584,277,"When all the values of x, y and z are zeros",True,,
585,278,True,False,,
586,278,False,True,,
587,279,,False,code,"sentence = input()
space = ' ' # there is a single space between the quotes
num_words = sentence.count(space)
print(num_words)"
588,279,,True,code,"sentence = input()
space = ' ' # there is a single space between the quotes
num_words = sentence.count(space) + 1
print(num_words)"
589,279,,False,code,"sentence = int(input())
space = ' ' # there is a single space between the quotes
num_words = sentence.count(space)
print(num_words)"
590,279,,False,code,"sentence = input()
num_words = len(sentence)
print(num_words)"
591,280,,False,text,"ABD
XYZ
MR
FNAME LNAME
999"
592,280,,False,text,"ABC
XYZ
MRS
FNAME LNAME
999"
593,280,,True,text,"ABC
XYZ
MR
fname lname
999"
594,280,,False,text,"ABC
MR
XYZ
FNAME LNAME
999"
595,281,(a{b[c]}),True,,
596,281,abcd,True,,
597,281,)(][}{,True,,
598,281,a(db],False,,
599,108,[],False,,
600,108,Error,False,,
601,108,"[5, 22, 55, 75]",False,,
602,108,"[22, 5, 55, 75]",True,,
603,133,Abhi,False,,
604,133,Akshay,True,,
605,133,undefined,False,,
606,133,ReferenceError,False,,
607,132,Abhi,True,,
608,132,Akshay,False,,
609,132,Undefined,False,,
610,132,ReferenceError,False,,
611,134,100,False,,
612,134,120,True,,
613,134,140,False,,
614,134,160,False,,
615,282,6,False,,
616,282,5,False,,
617,282,8,True,,
618,282,None of the above,False,,
619,135,3,False,,
620,135,5,False,,
621,135,7,True,,
622,135,15,False,,
623,136,Undefined,False,,
624,136,Modern Application Development 2,True,,
625,136,Will throw syntax error,False,,
626,136,None of the above,False,,
627,137,500px,True,,
628,137,1000px,False,,
629,137,0px,False,,
630,137,None of the above,False,,
631,138,Application,False,,
632,138,Programming,True,,
633,138,Interface,False,,
634,138,A,False,,
635,61,"Red, 100px, 100px",False,,
636,61,"Red, 50px, 50px",True,,
637,61,"Green, 50px, 100px",False,,
638,61,"Green, 50px, 50px",False,,
639,1,The residue is equal to the zero vector.,False,,
640,1,The residue is equal to the vector $x$.,True,,
641,1,The projection is the zero vector.,True,,
642,1,The projection is equal to the vector $x$.,False,,
643,4,"$P:(-ve,-ve)$",False,,
644,4,"$P:(-ve,+ve)$",True,,
645,4,"$Q:(+ve,+ve)$",False,,
646,4,"$Q:(+ve,-ve)$",True,,
647,6,,False,image,img_002.png
648,6,,True,image,img_003.png
649,9,Statement-1,False,,
